分类,名称,型号,图片数,粒子系统数,独立目录,源包
炮弹,huali_zidan,huali_zidan,2,3,battle-assets/炮弹/item__huali_zidan,item/huali_zidan
炮弹,huangjia_changjiang01,huangjia_changjiang01,2,3,battle-assets/炮弹/item__huangjia_changjiang01,item/huangjia_changjiang01
炮弹,huangjia_changjiang02,huangjia_changjiang02,2,3,battle-assets/炮弹/item__huangjia_changjiang02,item/huangjia_changjiang02
炮弹,huanxianghao_chushouzidan,huanxianghao_chushouzidan,1,0,battle-assets/炮弹/item__huanxianghao_chushouzidan,item/huanxianghao_chushouzidan
炮弹,huapai_baozha,huapai_baozha,1,1,battle-assets/炮弹/item__huapai_baozha,item/huapai_baozha
炮弹,huapai_baozha02,huapai_baozha02,1,6,battle-assets/炮弹/item__huapai_baozha02,item/huapai_baozha02
炮弹,huapai_baozha03,huapai_baozha03,1,2,battle-assets/炮弹/item__huapai_baozha03,item/huapai_baozha03
炮弹,huapai_jiansu,huapai_jiansu,1,1,battle-assets/炮弹/item__huapai_jiansu,item/huapai_jiansu
炮弹,hudiezidan_blue,hudiezidan_blue,0,3,battle-assets/炮弹/item__hudiezidan_blue,item/hudiezidan_blue
炮弹,hudiezidan_blue_black_m,hudiezidan_blue_black_m,1,3,battle-assets/炮弹/item__hudiezidan_blue_black_m,item/hudiezidan_blue_black_m
炮弹,hudiezidan_blue_m,hudiezidan_blue_m,0,3,battle-assets/炮弹/item__hudiezidan_blue_m,item/hudiezidan_blue_m
炮弹,hudiezidan_blue_mirror,hudiezidan_blue_mirror,0,3,battle-assets/炮弹/item__hudiezidan_blue_mirror,item/hudiezidan_blue_mirror
炮弹,hudiezidan_blue_trail,hudiezidan_blue_trail,0,3,battle-assets/炮弹/item__hudiezidan_blue_trail,item/hudiezidan_blue_trail
炮弹,hudiezidan_blue_trail_mirror,hudiezidan_blue_trail_mirror,0,3,battle-assets/炮弹/item__hudiezidan_blue_trail_mirror,item/hudiezidan_blue_trail_mirror
炮弹,hudiezidan_cyan_m,hudiezidan_cyan_m,0,3,battle-assets/炮弹/item__hudiezidan_cyan_m,item/hudiezidan_cyan_m
炮弹,hudiezidan_green,hudiezidan_green,1,2,battle-assets/炮弹/item__hudiezidan_green,item/hudiezidan_green
炮弹,hudiezidan_green_m,hudiezidan_green_m,1,3,battle-assets/炮弹/item__hudiezidan_green_m,item/hudiezidan_green_m
炮弹,hudiezidan_purple,hudiezidan_purple,0,3,battle-assets/炮弹/item__hudiezidan_purple,item/hudiezidan_purple
炮弹,hudiezidan_purple_black_m,hudiezidan_purple_black_m,1,3,battle-assets/炮弹/item__hudiezidan_purple_black_m,item/hudiezidan_purple_black_m
炮弹,hudiezidan_purple_m,hudiezidan_purple_m,0,3,battle-assets/炮弹/item__hudiezidan_purple_m,item/hudiezidan_purple_m
炮弹,hudiezidan_red,hudiezidan_red,0,3,battle-assets/炮弹/item__hudiezidan_red,item/hudiezidan_red
炮弹,hudiezidan_red_black_m,hudiezidan_red_black_m,1,3,battle-assets/炮弹/item__hudiezidan_red_black_m,item/hudiezidan_red_black_m
炮弹,hudiezidan_red_m,hudiezidan_red_m,0,3,battle-assets/炮弹/item__hudiezidan_red_m,item/hudiezidan_red_m
炮弹,hudiezidan_yellow_m,hudiezidan_yellow_m,1,3,battle-assets/炮弹/item__hudiezidan_yellow_m,item/hudiezidan_yellow_m
炮弹,huojiandan,huojiandan,1,4,battle-assets/炮弹/item__huojiandan,item/huojiandan
炮弹,huoyanqiu_alert,huoyanqiu_alert,0,7,battle-assets/炮弹/item__huoyanqiu_alert,item/huoyanqiu_alert
炮弹,hwxcl_1,hwxcl_1,1,3,battle-assets/炮弹/item__hwxcl_1,item/hwxcl_1
炮弹,hwxgz_1,hwxgz_1,1,1,battle-assets/炮弹/item__hwxgz_1,item/hwxgz_1
炮弹,hwxgz_2,hwxgz_2,1,4,battle-assets/炮弹/item__hwxgz_2,item/hwxgz_2
炮弹,hwxgz_2_low,hwxgz_2_low,1,3,battle-assets/炮弹/item__hwxgz_2_low,item/hwxgz_2_low
炮弹,hwxgz_3,hwxgz_3,1,1,battle-assets/炮弹/item__hwxgz_3,item/hwxgz_3
炮弹,hwxqb_1,hwxqb_1,1,1,battle-assets/炮弹/item__hwxqb_1,item/hwxqb_1
炮弹,hwxqb_2,hwxqb_2,1,0,battle-assets/炮弹/item__hwxqb_2,item/hwxqb_2
炮弹,hwxqb_3,hwxqb_3,1,1,battle-assets/炮弹/item__hwxqb_3,item/hwxqb_3
炮弹,jialisuoniai_chuizi,jialisuoniai_chuizi,1,0,battle-assets/炮弹/item__jialisuoniai_chuizi,item/jialisuoniai_chuizi
炮弹,jialisuoniai_jianqi,jialisuoniai_jianqi,0,0,battle-assets/炮弹/item__jialisuoniai_jianqi,item/jialisuoniai_jianqi
其他战斗特效,jianqi_1shizizhan,jianqi_1shizizhan,2,0,battle-assets/其他战斗特效/item__jianqi_1shizizhan,item/jianqi_1shizizhan
炮弹,jianqi_blue,jianqi_blue,1,0,battle-assets/炮弹/item__jianqi_blue,item/jianqi_blue
炮弹,jianqi_fire,jianqi_fire,1,3,battle-assets/炮弹/item__jianqi_fire,item/jianqi_fire
其他战斗特效,jianqi_fire_pink,jianqi_fire_pink,1,3,battle-assets/其他战斗特效/item__jianqi_fire_pink,item/jianqi_fire_pink
炮弹,jianqi_hengxiang_da,jianqi_hengxiang_da,0,0,battle-assets/炮弹/item__jianqi_hengxiang_da,item/jianqi_hengxiang_da
炮弹,jianqi_hengxiang_xiao,jianqi_hengxiang_xiao,0,0,battle-assets/炮弹/item__jianqi_hengxiang_xiao,item/jianqi_hengxiang_xiao
炮弹,jianqi_zongxiang_da,jianqi_zongxiang_da,0,2,battle-assets/炮弹/item__jianqi_zongxiang_da,item/jianqi_zongxiang_da
其他战斗特效,jianqi_zongxiang_xiao,jianqi_zongxiang_xiao,0,2,battle-assets/其他战斗特效/item__jianqi_zongxiang_xiao,item/jianqi_zongxiang_xiao
炮弹,jiantouzidan01,jiantouzidan01,1,0,battle-assets/炮弹/item__jiantouzidan01,item/jiantouzidan01
炮弹,jiantouzidan02,jiantouzidan02,1,0,battle-assets/炮弹/item__jiantouzidan02,item/jiantouzidan02
炮弹,jiantouzidan03,jiantouzidan03,1,0,battle-assets/炮弹/item__jiantouzidan03,item/jiantouzidan03
炮弹,jiantouzidan04,jiantouzidan04,1,0,battle-assets/炮弹/item__jiantouzidan04,item/jiantouzidan04
炮弹,jiantouzidan05,jiantouzidan05,1,0,battle-assets/炮弹/item__jiantouzidan05,item/jiantouzidan05
炮弹,jiantouzidan06,jiantouzidan06,1,0,battle-assets/炮弹/item__jiantouzidan06,item/jiantouzidan06
炮弹,jiantouzidan07,jiantouzidan07,1,0,battle-assets/炮弹/item__jiantouzidan07,item/jiantouzidan07
炮弹,jiantouzidan08,jiantouzidan08,1,0,battle-assets/炮弹/item__jiantouzidan08,item/jiantouzidan08
炮弹,jiantouzidan09,jiantouzidan09,1,0,battle-assets/炮弹/item__jiantouzidan09,item/jiantouzidan09
炮弹,jiantouzidan10,jiantouzidan10,1,0,battle-assets/炮弹/item__jiantouzidan10,item/jiantouzidan10
炮弹,jiantouzidan11,jiantouzidan11,1,0,battle-assets/炮弹/item__jiantouzidan11,item/jiantouzidan11
炮弹,jiantouzidan12,jiantouzidan12,1,0,battle-assets/炮弹/item__jiantouzidan12,item/jiantouzidan12
炮弹,jiantouzidan_random,jiantouzidan_random,1,1,battle-assets/炮弹/item__jiantouzidan_random,item/jiantouzidan_random
炮弹,jiaohuang_baozi,jiaohuang_baozi,0,1,battle-assets/炮弹/item__jiaohuang_baozi,item/jiaohuang_baozi
其他战斗特效,jiguang_yujing,jiguang_yujing,0,1,battle-assets/其他战斗特效/item__jiguang_yujing,item/jiguang_yujing
炮弹,jinluhao_chushouzidan,jinluhao_chushouzidan,1,0,battle-assets/炮弹/item__jinluhao_chushouzidan,item/jinluhao_chushouzidan
炮弹,jinluhao_kuanzidan,jinluhao_kuanzidan,6,35,battle-assets/炮弹/item__jinluhao_kuanzidan,item/jinluhao_kuanzidan
炮弹,jinshi_lvguang_bullet,jinshi_lvguang_bullet,4,17,battle-assets/炮弹/item__jinshi_lvguang_bullet,item/jinshi_lvguang_bullet
炮弹,jinshi_zidan_guang,jinshi_zidan_guang,0,4,battle-assets/炮弹/item__jinshi_zidan_guang,item/jinshi_zidan_guang
炮弹,jvjizidan,jvjizidan,2,1,battle-assets/炮弹/item__jvjizidan,item/jvjizidan
炮弹,kaerduqi_futou,kaerduqi_futou,1,0,battle-assets/炮弹/item__kaerduqi_futou,item/kaerduqi_futou
炮弹,kalaqiaoluo_blade,kalaqiaoluo_blade,1,0,battle-assets/炮弹/item__kalaqiaoluo_blade,item/kalaqiaoluo_blade
炮弹,kalaqiaoluo_zhanji,kalaqiaoluo_zhanji,0,0,battle-assets/炮弹/item__kalaqiaoluo_zhanji,item/kalaqiaoluo_zhanji
炮弹,kebu_yanzhao,kebu_yanzhao,1,0,battle-assets/炮弹/item__kebu_yanzhao,item/kebu_yanzhao
炮弹,kedouzidan_blue,kedouzidan_blue,1,0,battle-assets/炮弹/item__kedouzidan_blue,item/kedouzidan_blue
炮弹,kedouzidan_cyan,kedouzidan_cyan,1,0,battle-assets/炮弹/item__kedouzidan_cyan,item/kedouzidan_cyan
炮弹,kedouzidan_purple,kedouzidan_purple,1,0,battle-assets/炮弹/item__kedouzidan_purple,item/kedouzidan_purple
炮弹,kedouzidan_red,kedouzidan_red,1,0,battle-assets/炮弹/item__kedouzidan_red,item/kedouzidan_red
炮弹,kedouzidan_white,kedouzidan_white,1,0,battle-assets/炮弹/item__kedouzidan_white,item/kedouzidan_white
炮弹,keyan_bailongmofadan,keyan_bailongmofadan,1,1,battle-assets/炮弹/item__keyan_bailongmofadan,item/keyan_bailongmofadan
炮弹,keyan_huoyanshisheng,keyan_huoyanshisheng,1,3,battle-assets/炮弹/item__keyan_huoyanshisheng,item/keyan_huoyanshisheng
鱼雷,kuashe,kuashe,1,1,battle-assets/鱼雷/item__kuashe,item/kuashe
炮弹,kuasheap,kuasheap,1,1,battle-assets/炮弹/item__kuasheap,item/kuasheap
炮弹,kuasheap_04,kuasheap_04,1,1,battle-assets/炮弹/item__kuasheap_04,item/kuasheap_04
炮弹,kuashehe,kuashehe,1,1,battle-assets/炮弹/item__kuashehe,item/kuashehe
炮弹,kuashesap,kuashesap,1,1,battle-assets/炮弹/item__kuashesap,item/kuashesap
炮弹,kuashetuowei,kuashetuowei,1,3,battle-assets/炮弹/item__kuashetuowei,item/kuashetuowei
炮弹,lafeier_baituowei,lafeier_baituowei,1,3,battle-assets/炮弹/item__lafeier_baituowei,item/lafeier_baituowei
炮弹,lafeier_heituowei,lafeier_heituowei,1,3,battle-assets/炮弹/item__lafeier_heituowei,item/lafeier_heituowei
炮弹,lafeier_lanhei_1,lafeier_lanhei_1,1,0,battle-assets/炮弹/item__lafeier_lanhei_1,item/lafeier_lanhei_1
炮弹,lafeier_lanhei_2,lafeier_lanhei_2,1,0,battle-assets/炮弹/item__lafeier_lanhei_2,item/lafeier_lanhei_2
炮弹,laimuhao_changqiang,laimuhao_changqiang,1,0,battle-assets/炮弹/item__laimuhao_changqiang,item/laimuhao_changqiang
其他战斗特效,laimuhao_jian01,laimuhao_jian01,5,21,battle-assets/其他战斗特效/item__laimuhao_jian01,item/laimuhao_jian01
炮弹,laimuhao_jian02,laimuhao_jian02,1,0,battle-assets/炮弹/item__laimuhao_jian02,item/laimuhao_jian02
炮弹,laisha_anheiguangqiu,laisha_anheiguangqiu,0,4,battle-assets/炮弹/item__laisha_anheiguangqiu,item/laisha_anheiguangqiu
炮弹,laisha_fensedaoguang,laisha_fensedaoguang,2,3,battle-assets/炮弹/item__laisha_fensedaoguang,item/laisha_fensedaoguang
炮弹,laisha_gongjian,laisha_gongjian,1,3,battle-assets/炮弹/item__laisha_gongjian,item/laisha_gongjian
炮弹,laisha_hudiezidan,laisha_hudiezidan,1,4,battle-assets/炮弹/item__laisha_hudiezidan,item/laisha_hudiezidan
炮弹,laisha_huoyandaoguang,laisha_huoyandaoguang,2,2,battle-assets/炮弹/item__laisha_huoyandaoguang,item/laisha_huoyandaoguang
其他战斗特效,laisha_shanguangbaolie,laisha_shanguangbaolie,0,3,battle-assets/其他战斗特效/item__laisha_shanguangbaolie,item/laisha_shanguangbaolie
炮弹,laisha_sixingjiguang,laisha_sixingjiguang,0,32,battle-assets/炮弹/item__laisha_sixingjiguang,item/laisha_sixingjiguang
炮弹,laisha_yunshi,laisha_yunshi,1,4,battle-assets/炮弹/item__laisha_yunshi,item/laisha_yunshi
炮弹,laisha_zhonglijiya,laisha_zhonglijiya,0,18,battle-assets/炮弹/item__laisha_zhonglijiya,item/laisha_zhonglijiya
炮弹,laisha_zhuaji_bing,laisha_zhuaji_bing,0,13,battle-assets/炮弹/item__laisha_zhuaji_bing,item/laisha_zhuaji_bing
炮弹,laisha_zhuaji_feng,laisha_zhuaji_feng,0,11,battle-assets/炮弹/item__laisha_zhuaji_feng,item/laisha_zhuaji_feng
炮弹,laisha_zhuaji_huo,laisha_zhuaji_huo,0,11,battle-assets/炮弹/item__laisha_zhuaji_huo,item/laisha_zhuaji_huo
炮弹,laisha_zhuaji_lei,laisha_zhuaji_lei,0,11,battle-assets/炮弹/item__laisha_zhuaji_lei,item/laisha_zhuaji_lei
炮弹,laisha_zidan_bing,laisha_zidan_bing,0,4,battle-assets/炮弹/item__laisha_zidan_bing,item/laisha_zidan_bing
炮弹,laisha_zidan_chuangshichui,laisha_zidan_chuangshichui,1,4,battle-assets/炮弹/item__laisha_zidan_chuangshichui,item/laisha_zidan_chuangshichui
炮弹,laisha_zidan_feng,laisha_zidan_feng,0,4,battle-assets/炮弹/item__laisha_zidan_feng,item/laisha_zidan_feng
炮弹,laisha_zidan_heise,laisha_zidan_heise,0,4,battle-assets/炮弹/item__laisha_zidan_heise,item/laisha_zidan_heise
炮弹,laisha_zidan_huo,laisha_zidan_huo,0,4,battle-assets/炮弹/item__laisha_zidan_huo,item/laisha_zidan_huo
炮弹,laisha_zidan_lei,laisha_zidan_lei,0,4,battle-assets/炮弹/item__laisha_zidan_lei,item/laisha_zidan_lei
炮弹,laisha_zidan_na,laisha_zidan_na,0,4,battle-assets/炮弹/item__laisha_zidan_na,item/laisha_zidan_na
炮弹,laisha_zidan_paodan,laisha_zidan_paodan,1,4,battle-assets/炮弹/item__laisha_zidan_paodan,item/laisha_zidan_paodan
炮弹,lanhuopaodan,lanhuopaodan,1,1,battle-assets/炮弹/item__lanhuopaodan,item/lanhuopaodan
炮弹,lanhuopaodan03,lanhuopaodan03,1,3,battle-assets/炮弹/item__lanhuopaodan03,item/lanhuopaodan03
炮弹,lanhuopaodan04,lanhuopaodan04,1,5,battle-assets/炮弹/item__lanhuopaodan04,item/lanhuopaodan04
炮弹,lanhuoyinran,lanhuoyinran,0,8,battle-assets/炮弹/item__lanhuoyinran,item/lanhuoyinran
炮弹,lanhuoyinran02,lanhuoyinran02,0,8,battle-assets/炮弹/item__lanhuoyinran02,item/lanhuoyinran02
炮弹,lanhuozidan,lanhuozidan,1,0,battle-assets/炮弹/item__lanhuozidan,item/lanhuozidan
炮弹,lanhuozidan02,lanhuozidan02,1,0,battle-assets/炮弹/item__lanhuozidan02,item/lanhuozidan02
炮弹,lanseguangyun,lanseguangyun,0,1,battle-assets/炮弹/item__lanseguangyun,item/lanseguangyun
炮弹,lanseguangyun02,lanseguangyun02,0,1,battle-assets/炮弹/item__lanseguangyun02,item/lanseguangyun02
炮弹,leigeluo_tuzi,leigeluo_tuzi,1,1,battle-assets/炮弹/item__leigeluo_tuzi,item/leigeluo_tuzi
其他战斗特效,leihuo_notail,leihuo_notail,1,3,battle-assets/其他战斗特效/item__leihuo_notail,item/leihuo_notail
炮弹,leihuo_redtail,leihuo_redtail,1,3,battle-assets/炮弹/item__leihuo_redtail,item/leihuo_redtail
炮弹,leiniya_daoguang,leiniya_daoguang,1,2,battle-assets/炮弹/item__leiniya_daoguang,item/leiniya_daoguang
炮弹,leiniya_dazhao_pikan,leiniya_dazhao_pikan,5,126,battle-assets/炮弹/item__leiniya_dazhao_pikan,item/leiniya_dazhao_pikan
炮弹,leiniya_dazhao_zhuaji,leiniya_dazhao_zhuaji,5,70,battle-assets/炮弹/item__leiniya_dazhao_zhuaji,item/leiniya_dazhao_zhuaji
其他战斗特效,leiniya_hengsao,leiniya_hengsao,0,12,battle-assets/其他战斗特效/item__leiniya_hengsao,item/leiniya_hengsao
炮弹,lightning_down,lightning_down,0,5,battle-assets/炮弹/item__lightning_down,item/lightning_down
鱼雷,liuxingyu,liuxingyu,0,5,battle-assets/鱼雷/item__liuxingyu,item/liuxingyu
炮弹,longgong_huifu,longgong_huifu,1,2,battle-assets/炮弹/item__longgong_huifu,item/longgong_huifu
炮弹,longgong_liehuo,longgong_liehuo,1,0,battle-assets/炮弹/item__longgong_liehuo,item/longgong_liehuo
炮弹,longgong_nutao,longgong_nutao,1,2,battle-assets/炮弹/item__longgong_nutao,item/longgong_nutao
炮弹,longgong_nutao_nt,longgong_nutao_nt,1,2,battle-assets/炮弹/item__longgong_nutao_nt,item/longgong_nutao_nt
炮弹,longgong_tuxizidan,longgong_tuxizidan,1,2,battle-assets/炮弹/item__longgong_tuxizidan,item/longgong_tuxizidan
炮弹,longqibing_red,longqibing_red,2,3,battle-assets/炮弹/item__longqibing_red,item/longqibing_red
炮弹,lulutiye,lulutiye,1,1,battle-assets/炮弹/item__lulutiye,item/lulutiye
炮弹,luna_jiguang,luna_jiguang,0,12,battle-assets/炮弹/item__luna_jiguang,item/luna_jiguang
其他战斗特效,makesi_huoyanjiguang,makesi_huoyanjiguang,2,7,battle-assets/其他战斗特效/item__makesi_huoyanjiguang,item/makesi_huoyanjiguang
炮弹,maoyin,maoyin,1,3,battle-assets/炮弹/item__maoyin,item/maoyin
炮弹,maozhua,maozhua,0,2,battle-assets/炮弹/item__maozhua,item/maozhua
炮弹,maozhua1,maozhua1,0,2,battle-assets/炮弹/item__maozhua1,item/maozhua1
炮弹,meihuazidan_small,meihuazidan_small,1,0,battle-assets/炮弹/item__meihuazidan_small,item/meihuazidan_small
炮弹,meikelunbao_zhanji,meikelunbao_zhanji,3,6,battle-assets/炮弹/item__meikelunbao_zhanji,item/meikelunbao_zhanji
炮弹,meixi2_diancipao,meixi2_diancipao,2,4,battle-assets/炮弹/item__meixi2_diancipao,item/meixi2_diancipao
炮弹,meiyincizidan,meiyincizidan,1,0,battle-assets/炮弹/item__meiyincizidan,item/meiyincizidan
炮弹,mengfeisi_metazidan,mengfeisi_metazidan,1,1,battle-assets/炮弹/item__mengfeisi_metazidan,item/mengfeisi_metazidan
炮弹,mengmeng_greenbullet,mengmeng_greenbullet,2,0,battle-assets/炮弹/item__mengmeng_greenbullet,item/mengmeng_greenbullet
炮弹,mengmeng_pinkbullet,mengmeng_pinkbullet,2,0,battle-assets/炮弹/item__mengmeng_pinkbullet,item/mengmeng_pinkbullet
炮弹,meta_fireball,meta_fireball,0,5,battle-assets/炮弹/item__meta_fireball,item/meta_fireball
炮弹,mingyun_jianqi,mingyun_jianqi,1,0,battle-assets/炮弹/item__mingyun_jianqi,item/mingyun_jianqi
炮弹,mofazidan01,mofazidan01,0,2,battle-assets/炮弹/item__mofazidan01,item/mofazidan01
炮弹,mofazidan01_nt,mofazidan01_nt,0,1,battle-assets/炮弹/item__mofazidan01_nt,item/mofazidan01_nt
炮弹,mofazidan02,mofazidan02,0,2,battle-assets/炮弹/item__mofazidan02,item/mofazidan02
炮弹,mofazidan02_nt,mofazidan02_nt,0,1,battle-assets/炮弹/item__mofazidan02_nt,item/mofazidan02_nt
炮弹,mofazidan02_opacity,mofazidan02_opacity,0,1,battle-assets/炮弹/item__mofazidan02_opacity,item/mofazidan02_opacity
炮弹,mofazidan03,mofazidan03,0,2,battle-assets/炮弹/item__mofazidan03,item/mofazidan03
炮弹,mofazidan03_nt,mofazidan03_nt,0,1,battle-assets/炮弹/item__mofazidan03_nt,item/mofazidan03_nt
炮弹,mofazidan03_opacity,mofazidan03_opacity,0,1,battle-assets/炮弹/item__mofazidan03_opacity,item/mofazidan03_opacity
炮弹,mofazidan04,mofazidan04,0,2,battle-assets/炮弹/item__mofazidan04,item/mofazidan04
炮弹,mofazidan04_nt,mofazidan04_nt,0,1,battle-assets/炮弹/item__mofazidan04_nt,item/mofazidan04_nt
炮弹,mofazidan04_opacity,mofazidan04_opacity,0,1,battle-assets/炮弹/item__mofazidan04_opacity,item/mofazidan04_opacity
炮弹,mofazidan05_nt,mofazidan05_nt,0,1,battle-assets/炮弹/item__mofazidan05_nt,item/mofazidan05_nt
炮弹,mofazidan06_nt,mofazidan06_nt,1,1,battle-assets/炮弹/item__mofazidan06_nt,item/mofazidan06_nt
炮弹,mojiaduoer_futou,mojiaduoer_futou,1,2,battle-assets/炮弹/item__mojiaduoer_futou,item/mojiaduoer_futou
炮弹,mojiaduoer_mao,mojiaduoer_mao,1,1,battle-assets/炮弹/item__mojiaduoer_mao,item/mojiaduoer_mao
其他战斗特效,moliciqinwang_guihuo,moliciqinwang_guihuo,1,0,battle-assets/其他战斗特效/item__moliciqinwang_guihuo,item/moliciqinwang_guihuo
炮弹,moon_bullet01,moon_bullet01,1,0,battle-assets/炮弹/item__moon_bullet01,item/moon_bullet01
炮弹,moon_bullet02,moon_bullet02,1,0,battle-assets/炮弹/item__moon_bullet02,item/moon_bullet02
炮弹,moon_bullet03,moon_bullet03,1,0,battle-assets/炮弹/item__moon_bullet03,item/moon_bullet03
炮弹,moon_bullet04,moon_bullet04,1,0,battle-assets/炮弹/item__moon_bullet04,item/moon_bullet04
炮弹,music_chuantou,music_chuantou,1,0,battle-assets/炮弹/item__music_chuantou,item/music_chuantou
炮弹,music_chuantou1,music_chuantou1,1,0,battle-assets/炮弹/item__music_chuantou1,item/music_chuantou1
炮弹,music_genzong,music_genzong,1,0,battle-assets/炮弹/item__music_genzong,item/music_genzong
炮弹,music_genzong1,music_genzong1,1,0,battle-assets/炮弹/item__music_genzong1,item/music_genzong1
炮弹,music_genzong2,music_genzong2,1,0,battle-assets/炮弹/item__music_genzong2,item/music_genzong2
炮弹,music_shanghaitigao,music_shanghaitigao,1,0,battle-assets/炮弹/item__music_shanghaitigao,item/music_shanghaitigao
炮弹,music_yinfuzidan01,music_yinfuzidan01,1,2,battle-assets/炮弹/item__music_yinfuzidan01,item/music_yinfuzidan01
炮弹,music_yinfuzidan02,music_yinfuzidan02,1,2,battle-assets/炮弹/item__music_yinfuzidan02,item/music_yinfuzidan02
炮弹,music_yinfuzidan03,music_yinfuzidan03,1,2,battle-assets/炮弹/item__music_yinfuzidan03,item/music_yinfuzidan03
炮弹,music_yinfuzidan03_m,music_yinfuzidan03_m,1,2,battle-assets/炮弹/item__music_yinfuzidan03_m,item/music_yinfuzidan03_m
炮弹,music_yinfuzidan04,music_yinfuzidan04,1,2,battle-assets/炮弹/item__music_yinfuzidan04,item/music_yinfuzidan04
炮弹,music_yinfuzidan04_m,music_yinfuzidan04_m,1,2,battle-assets/炮弹/item__music_yinfuzidan04_m,item/music_yinfuzidan04_m
炮弹,music_yinfuzidan05,music_yinfuzidan05,1,2,battle-assets/炮弹/item__music_yinfuzidan05,item/music_yinfuzidan05
炮弹,music_yinfuzidan05_m,music_yinfuzidan05_m,1,2,battle-assets/炮弹/item__music_yinfuzidan05_m,item/music_yinfuzidan05_m
炮弹,music_yinfuzidan05_small,music_yinfuzidan05_small,1,2,battle-assets/炮弹/item__music_yinfuzidan05_small,item/music_yinfuzidan05_small
炮弹,music_yinfuzidan06,music_yinfuzidan06,1,2,battle-assets/炮弹/item__music_yinfuzidan06,item/music_yinfuzidan06
炮弹,music_yinfuzidan06_m,music_yinfuzidan06_m,1,2,battle-assets/炮弹/item__music_yinfuzidan06_m,item/music_yinfuzidan06_m
炮弹,music_yinfuzidan06_small,music_yinfuzidan06_small,1,2,battle-assets/炮弹/item__music_yinfuzidan06_small,item/music_yinfuzidan06_small
炮弹,music_yinfuzidan07_m,music_yinfuzidan07_m,1,2,battle-assets/炮弹/item__music_yinfuzidan07_m,item/music_yinfuzidan07_m
炮弹,music_yinfuzidan07_small,music_yinfuzidan07_small,1,2,battle-assets/炮弹/item__music_yinfuzidan07_small,item/music_yinfuzidan07_small
鱼雷,music_yulei,music_yulei,1,2,battle-assets/鱼雷/item__music_yulei,item/music_yulei
炮弹,music_zimudan,music_zimudan,1,2,battle-assets/炮弹/item__music_zimudan,item/music_zimudan
炮弹,nana_cloudon,nana_cloudon,3,33,battle-assets/炮弹/item__nana_cloudon,item/nana_cloudon
炮弹,nanaqie,nanaqie,1,1,battle-assets/炮弹/item__nanaqie,item/nanaqie
炮弹,nengliangqiu,nengliangqiu,0,12,battle-assets/炮弹/item__nengliangqiu,item/nengliangqiu
炮弹,按钮炮弹,nep_bullet_anniu,0,0,battle-assets/炮弹/item__nep_bullet_anniu,item/nep_bullet_anniu
炮弹,nep_bullet_green,nep_bullet_green,1,0,battle-assets/炮弹/item__nep_bullet_green,item/nep_bullet_green
炮弹,nep_bullet_green2,nep_bullet_green2,1,0,battle-assets/炮弹/item__nep_bullet_green2,item/nep_bullet_green2
炮弹,光盘炮弹,nep_bullet_guangpan,1,0,battle-assets/炮弹/item__nep_bullet_guangpan,item/nep_bullet_guangpan
炮弹,史莱努炮弹,nep_bullet_shilaimu,0,0,battle-assets/炮弹/item__nep_bullet_shilaimu,item/nep_bullet_shilaimu
炮弹,十字炮弹(紫),nep_bullet_shizi,0,0,battle-assets/炮弹/item__nep_bullet_shizi,item/nep_bullet_shizi
炮弹,香菇炮弹,nep_bullet_xianggu,0,0,battle-assets/炮弹/item__nep_bullet_xianggu,item/nep_bullet_xianggu
鱼雷,电池鱼雷,nep_torpedo_dianchi,1,2,battle-assets/鱼雷/item__nep_torpedo_dianchi,item/nep_torpedo_dianchi
炮弹,newbullet1,newbullet1,1,0,battle-assets/炮弹/item__newbullet1,item/newbullet1
炮弹,newbullet2,newbullet2,1,0,battle-assets/炮弹/item__newbullet2,item/newbullet2
炮弹,newbullet2_blue,newbullet2_blue,1,0,battle-assets/炮弹/item__newbullet2_blue,item/newbullet2_blue
炮弹,newbullet2_green,newbullet2_green,1,0,battle-assets/炮弹/item__newbullet2_green,item/newbullet2_green
炮弹,newbullet2_purple,newbullet2_purple,1,0,battle-assets/炮弹/item__newbullet2_purple,item/newbullet2_purple
炮弹,newbullet2_red,newbullet2_red,1,0,battle-assets/炮弹/item__newbullet2_red,item/newbullet2_red
炮弹,newbullet3,newbullet3,1,0,battle-assets/炮弹/item__newbullet3,item/newbullet3
炮弹,newbullet4,newbullet4,1,1,battle-assets/炮弹/item__newbullet4,item/newbullet4
炮弹,newbullet4_cyan,newbullet4_cyan,1,1,battle-assets/炮弹/item__newbullet4_cyan,item/newbullet4_cyan
炮弹,newbullet4_red,newbullet4_red,1,1,battle-assets/炮弹/item__newbullet4_red,item/newbullet4_red
炮弹,newbullet5,newbullet5,1,0,battle-assets/炮弹/item__newbullet5,item/newbullet5
炮弹,newbullet6,newbullet6,1,0,battle-assets/炮弹/item__newbullet6,item/newbullet6
炮弹,newbullet7,newbullet7,1,0,battle-assets/炮弹/item__newbullet7,item/newbullet7
炮弹,newbullet8,newbullet8,1,0,battle-assets/炮弹/item__newbullet8,item/newbullet8
炮弹,newbullet9,newbullet9,1,0,battle-assets/炮弹/item__newbullet9,item/newbullet9
炮弹,newlinkchancebomb,newlinkchancebomb,1,0,battle-assets/炮弹/item__newlinkchancebomb,item/newlinkchancebomb
